transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address,s1,s2,s3,s4,final_score,is_flagged
tx_000151,2026-04-26 02:10:03,card_008,31.89,Amazon.com,online_retail,online,CA,US,dev_a088f010,24.114.77.250,0.07732039112567003,0.2853225907083475,0.0,0.0,0.0,False
tx_000615,2026-04-26 03:09:13,card_033,62.5,La Banquise,restaurant,in_person,GB,GB,,,0.0,0.235185756132708,0.0,0.0,0.0,False
tx_000274,2026-04-26 03:12:08,card_014,39.84,Whole Foods,grocery,in_person,FR,FR,,,0.16273499967612023,0.2411861346508291,0.0,0.0,0.0,False
tx_000441,2026-04-26 03:30:40,card_023,46.32,La Banquise,restaurant,in_person,CA,CA,,,0.481617121851544,0.31018848787534853,0.0,0.0,0.0,False
tx_000896,2026-04-26 04:40:50,card_048,16.42,Joe Beef,restaurant,in_person,CA,CA,,,0.11706356220260943,0.2248893633074805,0.0,0.0,0.0,False
tx_000317,2026-04-26 06:53:42,card_017,9.3,Cafe Olimpico,restaurant,in_person,CA,CA,,,0.04086933225127779,0.2411861346508291,0.0,0.0,0.0,False
tx_000540,2026-04-26 10:16:59,card_029,21.4,Amazon.com,online_retail,online,CA,US,dev_600be23f,24.114.188.131,0.08648552466191999,0.23242005672071928,0.0,0.0,0.0,False
tx_000156,2026-04-26 10:26:15,card_008,84.46,Schwartz's,restaurant,in_person,CA,CA,,,0.6969443181800101,0.2248893633074805,0.0,0.0,0.0,False
tx_000400,2026-04-26 10:26:35,card_021,47.99,IGA,grocery,in_person,CA,CA,,,0.005944858557561594,0.22728366435487263,0.0,0.0,0.0,False
tx_000114,2026-04-26 11:31:03,card_006,85.7,Shell,gas,in_person,CA,CA,,,0.16412646827902824,0.2411861346508291,0.0,0.0,0.0,False
tx_000316,2026-04-26 12:12:06,card_017,22.57,Starbucks,restaurant,in_person,CA,CA,,,0.002413671657298137,0.2411861346508291,0.0,0.0,0.0,False
tx_000743,2026-04-26 12:28:08,card_040,91.1,Tim Hortons,restaurant,in_person,CA,CA,,,0.4962482146125797,0.22728366435487263,0.0,0.0,0.0,False
tx_000849,2026-04-26 12:40:31,card_045,20.83,QuickPay Online,online_retail,online,FR,CA,dev_ba413b67,90.5.136.131,0.08571924701270826,0.22728366435487263,0.0,0.0,0.0,False
tx_000680,2026-04-26 12:47:39,card_036,20.0,Desjardins ATM,atm,atm,CA,CA,,,0.11737100950589376,0.2248893633074805,0.0,0.0,0.0,False
tx_000770,2026-04-26 13:04:38,card_041,374.46,Petro-Canada,gas,in_person,CA,CA,,,1.0,0.23242005672071928,0.0,0.0,0.0,False
tx_000406,2026-04-26 13:57:43,card_021,35.82,Metro,grocery,in_person,CA,CA,,,0.049528550512696806,0.22728366435487263,0.0,0.0,0.0,False
tx_000848,2026-04-26 14:56:02,card_045,60.0,RBC ATM,atm,atm,FR,FR,,,0.2722362866213836,0.22728366435487263,0.0,0.0,0.0,False
tx_000319,2026-04-26 17:26:44,card_017,80.0,Desjardins ATM,atm,atm,CA,CA,,,0.1897341625743679,0.2411861346508291,0.0,0.0,0.0,False
tx_000747,2026-04-26 18:11:02,card_040,29.49,Cineplex,entertainment,in_person,CA,CA,,,0.06560024641367786,0.22728366435487263,0.0,0.0,0.0,False
tx_000390,2026-04-26 18:24:19,card_020,52.46,Amazon.ca,online_retail,online,US,CA,dev_2877f7d9,98.207.57.78,0.10547938089118387,0.21626022378175647,0.0,0.0,0.0,False
tx_000401,2026-04-26 19:40:54,card_021,57.93,Cafe Olimpico,restaurant,in_person,CA,CA,,,0.029652667985909553,0.22728366435487263,0.0,0.0,0.0,False
tx_000552,2026-04-26 20:13:27,card_029,3.9,Amazon.com,online_retail,online,CA,US,dev_72eedf3c,142.112.106.145,0.21136148848894967,0.23242005672071928,0.0,0.0,0.0,False
tx_000806,2026-04-26 20:28:43,card_043,16.27,Shopify Merchant 1,online_retail,online,CA,CA,dev_c832252e,142.112.44.145,0.045754160574686294,0.24445839548932483,0.0,0.0,0.0,False
tx_000904,2026-04-26 20:41:09,card_049,22.19,Shopify Merchant 1,online_retail,online,CA,CA,dev_2d66c302,142.112.66.43,0.035280880019867476,0.28260219257027985,0.0,0.0,0.0,False
tx_000901,2026-04-26 20:54:08,card_048,40.0,RBC ATM,atm,atm,CA,CA,,,0.14236865553588032,0.2248893633074805,0.0,0.0,0.0,False
tx_000454,2026-04-26 21:13:18,card_024,80.0,RBC ATM,atm,atm,CA,CA,,,0.3340716986015826,0.31747913512203935,0.0,0.0,0.0,False
tx_000375,2026-04-26 22:16:36,card_020,30.11,McDonald's,restaurant,in_person,US,US,,,0.019784389720822488,0.21626022378175647,0.0,0.0,0.0,False
tx_000587,2026-04-26 22:41:09,card_031,8.58,Metro,grocery,in_person,CA,CA,,,0.17659443562418067,0.2411861346508291,0.0,0.0,0.0,False
tx_000543,2026-04-26 23:35:32,card_029,42.13,Chipotle,restaurant,in_person,CA,CA,,,0.06143897420289866,0.23242005672071928,0.0,0.0,0.0,False
tx_000280,2026-04-26 23:46:30,card_015,32.18,Videotron,utilities,online,CA,CA,dev_22a1b746,24.114.92.194,0.08073668833991796,0.235185756132708,0.0,0.0,0.0,False
tx_000800,2026-04-27 01:18:41,card_042,11.08,Etsy,online_retail,online,US,US,dev_33892b01,208.54.177.176,0.08569517855964039,0.2124186071605684,0.0,0.0,0.0,False
tx_000705,2026-04-27 04:29:44,card_038,11.71,La Banquise,restaurant,in_person,CA,CA,,,0.06432100286023182,0.2124186071605684,0.0,0.0,0.0,False
tx_000286,2026-04-27 05:22:43,card_015,58.15,Cafe Olimpico,restaurant,in_person,CA,CA,,,0.04429204130752801,0.235185756132708,0.0,0.0,0.0,False
tx_000413,2026-04-27 06:05:05,card_022,15.99,Spotify,subscription,online,CA,SE,dev_7730dc61,24.114.242.137,0.09888427817102192,0.23810204099536444,0.0,0.0,0.0,False
tx_000765,2026-04-27 08:03:19,card_041,15.99,Spotify,subscription,online,CA,SE,dev_614ef198,70.50.233.125,0.03635912100709253,0.3532095656066076,0.0,0.0,0.0,False
tx_000268,2026-04-27 08:51:14,card_014,10.15,McDonald's,restaurant,in_person,FR,FR,,,0.062095253482744805,0.2411861346508291,0.0,0.0,0.0,False
tx_000745,2026-04-27 10:52:57,card_040,42.54,Schwartz's,restaurant,in_person,CA,CA,,,0.1568184899617329,0.22728366435487263,0.0,0.0,0.0,False
tx_000870,2026-04-27 11:37:42,card_047,50.57,AliExpress,online_retail,online,CA,CN,dev_dcad83da,70.50.163.45,0.17326483237298698,0.2411861346508291,0.0,0.0,0.0,False
tx_000221,2026-04-27 14:25:17,card_011,83.08,La Banquise,restaurant,in_person,CA,CA,,,1.0,0.235185756132708,0.0,0.0,0.0,False
tx_000102,2026-04-27 14:29:34,card_005,13.47,Bell Canada,utilities,online,CA,CA,dev_379050df,70.50.100.196,0.17245802948185884,0.24794312724592327,0.0,0.0,0.0,False
tx_000235,2026-04-27 14:31:18,card_012,18.72,QuickPay Online,online_retail,online,CA,CA,dev_08e633ee,24.114.188.24,0.01730843193444799,0.22728366435487263,0.0,0.0,0.0,False
tx_000717,2026-04-27 15:22:21,card_038,17.43,Starbucks,restaurant,in_person,CA,CA,,,0.04750761001530801,0.2124186071605684,0.0,0.0,0.0,False
tx_000124,2026-04-27 15:39:26,card_007,49.23,Bell Canada,utilities,online,US,CA,dev_5d017d53,172.58.207.216,0.0993029422972281,0.3586783609157319,0.0,0.0,0.0,False
tx_000091,2026-04-27 16:10:58,card_005,23.91,Etsy,online_retail,online,CA,US,dev_45d2fa60,70.50.150.173,0.10368642263326493,0.24794312724592327,0.0,0.0,0.0,False
tx_000909,2026-04-27 16:24:38,card_049,9.99,Spotify,subscription,online,CA,SE,dev_2d66c302,142.112.36.209,0.03414278711600078,0.21626022378175647,0.0,0.0,0.0,False
tx_000764,2026-04-27 19:47:46,card_041,85.73,Loblaws,grocery,in_person,CA,CA,,,0.22518653129147712,0.23242005672071928,0.0,0.0,0.0,False
tx_000111,2026-04-27 21:22:15,card_006,22.43,Etsy,online_retail,online,CA,US,dev_1321b774,142.112.233.250,0.07849693471195579,0.2411861346508291,0.0,0.0,0.0,False
tx_000577,2026-04-27 22:00:32,card_031,25.75,Bell Canada,utilities,online,CA,CA,dev_3692eb01,70.50.84.88,0.06059877917172534,0.2411861346508291,0.0,0.0,0.0,False
tx_000023,2026-04-27 22:48:21,card_001,100.0,Desjardins ATM,atm,atm,CA,CA,,,0.15582676063689013,0.24794312724592327,0.0,0.0,0.0,False
tx_000412,2026-04-28 00:24:46,card_022,15.99,Netflix,subscription,online,CA,US,dev_7730dc61,24.114.188.85,0.09888427817102192,0.23810204099536444,0.0,0.0,0.0,False
tx_000377,2026-04-28 00:46:14,card_020,40.0,RBC ATM,atm,atm,US,US,,,0.03564552935536288,0.21626022378175647,0.0,0.0,0.0,False
tx_000813,2026-04-28 00:52:11,card_043,27.3,Cineplex,entertainment,in_person,CA,CA,,,0.11522459257963256,0.24445839548932483,0.0,0.0,0.0,False
tx_000788,2026-04-28 01:15:32,card_042,10.98,Whole Foods,grocery,in_person,US,US,,,0.08706192781896478,0.2124186071605684,0.0,0.0,0.0,False
tx_000883,2026-04-28 01:25:24,card_047,7.67,Metro,grocery,in_person,CA,CA,,,0.09585396953871256,0.2411861346508291,0.0,0.0,0.0,False
tx_000635,2026-04-28 03:23:09,card_034,18.63,AliExpress,online_retail,online,CA,CN,dev_a0256e48,99.225.24.42,0.11372992338153114,0.2297902420722551,0.0,0.0,0.0,False
tx_000750,2026-04-28 04:20:31,card_040,9.99,Netflix,subscription,online,CA,US,dev_abd8db53,70.50.138.4,0.07070287612939283,0.22728366435487263,0.0,0.0,0.0,False
tx_000110,2026-04-28 04:22:19,card_006,42.9,Cafe Olimpico,restaurant,in_person,CA,CA,,,0.0,0.2411861346508291,0.0,0.0,0.0,False
tx_000664,2026-04-28 04:55:37,card_036,69.81,Whole Foods,grocery,in_person,CA,CA,,,0.07815574579472727,0.2248893633074805,0.0,0.0,0.0,False
tx_000466,2026-04-28 05:05:43,card_025,30.09,Hydro-Quebec,utilities,online,CA,CA,dev_d9156309,70.50.69.85,0.04256088978402701,0.2411861346508291,0.0,0.0,0.0,False
tx_000075,2026-04-28 05:23:00,card_004,20.0,Desjardins ATM,atm,atm,CA,CA,,,0.04346001065846004,0.25027120785633505,0.0,0.0,0.0,False
tx_000352,2026-04-28 06:04:40,card_019,15.99,Spotify,subscription,online,CA,SE,dev_95204a30,24.114.135.78,0.041331670131619196,0.22728366435487263,0.0,0.0,0.0,False
tx_000355,2026-04-28 06:46:21,card_019,19.99,Spotify,subscription,online,CA,SE,dev_95204a30,99.225.230.92,0.031126319481836685,0.3532095656066076,0.0,0.0,0.0,False
tx_000132,2026-04-28 08:49:10,card_007,37.6,Petro-Canada,gas,in_person,US,US,,,0.025820916740340993,0.22728366435487263,0.0,0.0,0.0,False
tx_000101,2026-04-28 10:08:24,card_005,6.11,Loblaws,grocery,in_person,CA,CA,,,0.36713457809941746,0.24794312724592327,0.0,0.0,0.0,False
tx_000487,2026-04-28 10:15:04,card_026,36.55,Chipotle,restaurant,in_person,US,US,,,0.18679700860432502,0.24445839548932483,0.0,0.0,0.0,False
tx_000259,2026-04-28 10:18:21,card_013,201.67,AliExpress,online_retail,online,CA,CN,dev_e5c2222f,99.225.179.199,0.8656014209554647,0.25027120785633505,0.0,0.0,0.0,False
tx_000385,2026-04-28 11:12:53,card_020,5.57,McDonald's,restaurant,in_person,US,US,,,0.15732232845991134,0.21626022378175647,0.0,0.0,0.0,False
tx_000916,2026-04-28 12:10:09,card_049,60.0,Desjardins ATM,atm,atm,CA,CA,,,0.2504373434958657,0.21626022378175647,0.0,0.0,0.0,False
tx_000448,2026-04-28 13:18:04,card_024,37.51,Whole Foods,grocery,in_person,CA,CA,,,0.020795963237948533,0.235185756132708,0.0,0.0,0.0,False
tx_000395,2026-04-28 13:52:10,card_021,66.91,Etsy,online_retail,online,CA,US,dev_f61b4d97,70.50.81.171,0.06181220403826074,0.22728366435487263,0.0,0.0,0.0,False
tx_000141,2026-04-28 14:57:11,card_007,24.16,Metro,grocery,in_person,US,US,,,0.17041805048625067,0.22728366435487263,0.0,0.0,0.0,False
tx_000621,2026-04-28 15:17:04,card_033,11.94,IGA,grocery,in_person,GB,GB,,,0.16876872689053846,0.235185756132708,0.0,0.0,0.0,False
tx_000056,2026-04-28 16:22:50,card_003,60.0,Desjardins ATM,atm,atm,CA,CA,,,0.10902238124295581,0.235185756132708,0.0,0.0,0.0,False
tx_000198,2026-04-28 17:05:07,card_010,12.19,Shell,gas,in_person,US,US,,,0.10406845247866146,0.2297902420722551,0.0,0.0,0.0,False
tx_000057,2026-04-28 17:33:50,card_003,15.99,Disney+,subscription,online,CA,US,dev_d52ac3b8,99.225.207.204,0.17674742212229047,0.235185756132708,0.0,0.0,0.0,False
tx_000499,2026-04-28 18:05:51,card_027,132.32,Cineplex,entertainment,in_person,CA,CA,,,0.4370209486753418,0.23242005672071928,0.0,0.0,0.0,False
tx_000292,2026-04-28 18:21:34,card_015,76.91,Shell,gas,in_person,CA,CA,,,0.1346092907563569,0.30672842194707617,0.0,0.0,0.0,False
tx_000061,2026-04-28 18:40:26,card_003,74.47,QuickPay Online,online_retail,online,CA,CA,dev_6fdbe52d,142.112.113.7,0.2029803238627039,0.235185756132708,0.0,0.0,0.0,False
tx_000570,2026-04-28 18:57:37,card_030,11.54,La Banquise,restaurant,in_person,DE,DE,,,0.31870481011851376,0.2411861346508291,0.0,0.0,0.0,False
tx_000348,2026-04-28 19:47:38,card_019,124.45,QuickPay Online,online_retail,online,CA,CA,dev_95204a30,142.112.190.254,0.23538641273723385,0.2676638444377143,0.0,0.0,0.0,False
tx_000289,2026-04-28 20:45:17,card_015,30.31,Esso,gas,in_person,CA,CA,,,0.08973952717090462,0.235185756132708,0.0,0.0,0.0,False
tx_000711,2026-04-28 22:32:05,card_038,21.29,Cafe Olimpico,restaurant,in_person,CA,CA,,,0.12297237324950099,0.2124186071605684,0.0,0.0,0.0,False
tx_000372,2026-04-28 23:03:12,card_020,9.99,Netflix,subscription,online,US,US,dev_2877f7d9,172.58.160.30,0.13254980648653023,0.21626022378175647,0.0,0.0,0.0,False
tx_000497,2026-04-28 23:56:17,card_027,40.0,RBC ATM,atm,atm,CA,CA,,,0.031148266398720356,0.23242005672071928,0.0,0.0,0.0,False
tx_000580,2026-04-29 00:22:12,card_031,67.56,Starbucks,restaurant,in_person,CA,CA,,,0.221857737792582,0.2411861346508291,0.0,0.0,0.0,False
tx_000651,2026-04-29 02:03:45,card_035,71.19,AliExpress,online_retail,online,CA,CN,dev_37f4b88c,142.112.106.173,0.48404176496229895,0.24794312724592327,0.0,0.0,0.0,False
tx_000731,2026-04-29 05:10:34,card_039,38.44,Bell Canada,utilities,online,GB,CA,dev_2ab5d40f,86.150.180.238,0.2110021861990883,0.23810204099536444,0.0,0.0,0.0,False
tx_000186,2026-04-29 05:37:32,card_010,25.36,McDonald's,restaurant,in_person,US,US,,,0.016825835092030558,0.2297902420722551,0.0,0.0,0.0,False
tx_000142,2026-04-29 06:00:23,card_007,54.22,Videotron,utilities,online,US,CA,dev_5d017d53,73.15.74.87,0.15298893168652047,0.22728366435487263,0.0,0.0,0.0,False
tx_000609,2026-04-29 06:28:45,card_033,69.77,Tim Hortons,restaurant,in_person,GB,GB,,,0.02426718046863556,0.235185756132708,0.0,0.0,0.0,False
tx_000329,2026-04-29 08:30:47,card_018,20.0,BMO ATM,atm,atm,CA,CA,,,0.07466897703501463,0.22728366435487263,0.0,0.0,0.0,False
tx_000210,2026-04-29 08:37:18,card_011,4.13,Shell,gas,in_person,CA,CA,,,0.11694535810340635,0.235185756132708,0.0,0.0,0.0,False
tx_000006,2026-04-29 09:17:47,card_000,82.96,Esso,gas,in_person,CA,CA,,,0.16455509581952088,0.2297902420722551,0.0,0.0,0.0,False
tx_000799,2026-04-29 09:34:00,card_042,33.17,Schwartz's,restaurant,in_person,US,US,,,0.2162197328251213,0.2124186071605684,0.0,0.0,0.0,False
tx_000416,2026-04-29 11:27:14,card_022,86.33,Schwartz's,restaurant,in_person,CA,CA,,,0.3076335550580653,0.32948322577830536,0.0,0.0,0.0,False
tx_000573,2026-04-29 11:33:07,card_031,33.81,IGA,grocery,in_person,CA,CA,,,0.006147702234812694,0.2411861346508291,0.0,0.0,0.0,False
tx_000538,2026-04-29 13:32:11,card_029,80.0,Desjardins ATM,atm,atm,CA,CA,,,0.33167055992459094,0.23242005672071928,0.0,0.0,0.0,False
tx_000321,2026-04-29 13:47:48,card_017,200.0,RBC ATM,atm,atm,CA,CA,,,0.581140377271362,0.2411861346508291,0.0,0.0,0.0,False
tx_000066,2026-04-29 13:48:16,card_003,53.66,Amazon.ca,online_retail,online,CA,CA,dev_d52ac3b8,99.225.198.65,0.0678549067295347,0.235185756132708,0.0,0.0,0.0,False
tx_000520,2026-04-29 16:27:07,card_028,200.0,BMO ATM,atm,atm,CA,CA,,,0.6032031182311014,0.2297902420722551,0.0,0.0,0.0,False
tx_000068,2026-04-29 16:39:06,card_003,13.99,Netflix,subscription,online,CA,US,dev_6fdbe52d,24.114.189.137,0.18973400714229713,0.235185756132708,0.0,0.0,0.0,False
tx_000127,2026-04-29 18:15:41,card_007,45.67,Provigo,grocery,in_person,US,US,,,0.06100191579905565,0.22728366435487263,0.0,0.0,0.0,False
tx_000325,2026-04-29 19:01:27,card_017,11.04,eBay,online_retail,online,CA,US,dev_d0ff1fad,70.50.14.21,0.03519394213817138,0.2411861346508291,0.0,0.0,0.0,False
tx_000695,2026-04-29 19:01:35,card_037,36.67,IGA,grocery,in_person,CA,CA,,,0.04373455590851622,0.22040052185487985,0.0,0.0,0.0,False
tx_000418,2026-04-29 19:06:48,card_022,21.41,Chevron,gas,in_person,CA,CA,,,0.06756032798476018,0.23810204099536444,0.0,0.0,0.0,False
tx_000476,2026-04-29 20:36:07,card_025,26.02,Etsy,online_retail,online,CA,US,dev_0bded435,142.112.183.64,0.0,0.2411861346508291,0.0,0.0,0.0,False
tx_000103,2026-04-29 21:47:56,card_005,20.01,Bell Canada,utilities,online,CA,CA,dev_379050df,99.225.115.253,0.0005290123603738831,0.24794312724592327,0.0,0.0,0.0,False
tx_000490,2026-04-29 22:08:31,card_026,22.06,Cineplex,entertainment,in_person,US,US,,,0.0009718887024158339,0.24445839548932483,0.0,0.0,0.0,False
tx_000879,2026-04-29 23:03:11,card_047,21.98,Whole Foods,grocery,in_person,CA,CA,,,0.006084970579355437,0.2411861346508291,0.0,0.0,0.0,False
tx_000083,2026-04-29 23:46:42,card_004,19.99,Spotify,subscription,online,CA,SE,dev_56520353,142.112.139.14,0.04358295269709785,0.25027120785633505,0.0,0.0,0.0,False
tx_000172,2026-04-29 23:53:07,card_009,8.41,Starbucks,restaurant,in_person,US,US,,,0.09282755130957525,0.23810204099536444,0.0,0.0,0.0,False
tx_000689,2026-04-30 00:26:40,card_037,27.13,Cafe Olimpico,restaurant,in_person,CA,CA,,,0.06995879622072522,0.22040052185487985,0.0,0.0,0.0,False
tx_000900,2026-04-30 00:43:15,card_048,16.86,Cafe Olimpico,restaurant,in_person,CA,CA,,,0.11222258782580981,0.31018848787534853,0.0,0.0,0.0,False
tx_000140,2026-04-30 01:13:32,card_007,52.34,Bell Canada,utilities,online,US,CA,dev_5d017d53,172.58.161.205,0.1327625469065867,0.22728366435487263,0.0,0.0,0.0,False
tx_000397,2026-04-30 02:04:30,card_021,39.25,Chipotle,restaurant,in_person,CA,CA,,,0.03724489698713281,0.22728366435487263,0.0,0.0,0.0,False
tx_000536,2026-04-30 02:15:38,card_028,25.26,Etsy,online_retail,online,CA,US,dev_bea30580,142.112.98.156,0.13959965047716258,0.2297902420722551,0.0,0.0,0.0,False
tx_000496,2026-04-30 02:41:13,card_026,73.92,Chipotle,restaurant,in_person,US,US,,,0.6710567527280592,0.3532095656066076,0.0,0.0,0.0,False
tx_000612,2026-04-30 03:04:12,card_033,15.66,Whole Foods,grocery,in_person,GB,GB,,,0.1563514075860922,0.235185756132708,0.0,0.0,0.0,False
tx_000565,2026-04-30 03:13:51,card_030,52.12,Joe Beef,restaurant,in_person,DE,DE,,,0.24068278480403335,0.2411861346508291,0.0,0.0,0.0,False
tx_000143,2026-04-30 04:10:27,card_007,43.21,Hydro-Quebec,utilities,online,US,CA,dev_5d017d53,208.54.83.24,0.034535476140206106,0.22728366435487263,0.0,0.0,0.0,False
tx_000859,2026-04-30 04:25:34,card_046,11.99,Disney+,subscription,online,CA,US,dev_b8fe1cb0,24.114.156.210,0.06225237409173714,0.24445839548932483,0.0,0.0,0.0,False
tx_000310,2026-04-30 05:08:49,card_016,25.62,Metro,grocery,in_person,CA,CA,,,0.08432503968082998,0.23810204099536444,0.0,0.0,0.0,False
tx_000862,2026-04-30 05:38:47,card_046,100.0,BMO ATM,atm,atm,CA,CA,,,0.18157635059957508,0.24445839548932483,0.0,0.0,0.0,False
tx_000260,2026-04-30 05:39:05,card_013,76.05,Etsy,online_retail,online,CA,US,dev_e5c2222f,24.114.247.17,0.15548321360574727,0.25027120785633505,0.0,0.0,0.0,False
tx_000422,2026-04-30 06:27:09,card_022,68.47,Chevron,gas,in_person,CA,CA,,,0.20441478193506987,0.23810204099536444,0.0,0.0,0.0,False
tx_000878,2026-04-30 07:19:27,card_047,12.98,eBay,online_retail,online,CA,US,dev_dcad83da,99.225.117.49,0.06254346049090079,0.2411861346508291,0.0,0.0,0.0,False
tx_000513,2026-04-30 07:20:40,card_027,26.97,Starbucks,restaurant,in_person,CA,CA,,,0.026136407020521172,0.23242005672071928,0.0,0.0,0.0,False
